id,date,region,address,location,floor,room,sold_price(HKD),actual_area(ft.),built_area(ft.),actual_price(HKD/ft.),built_price(HKD/ft.),source
829ddf388899ca98f1b48aee38db6584,01/10/2024,坑口,東港城,5座,low,E,18900,524.0,666.0,36.0,28.0,利嘉閣網頁
2c4dd17f8dabea021c2777c95bed06a2,01/10/2024,荃景圍,荃景花園,11座,low,D,18200,577.0,709.0,32.0,26.0,中原網頁
88d150496679b6860a38d5a984149eef,01/10/2024,中半山,地利根德閣,3座,low,B,68000,1547.0,2020.0,44.0,34.0,中原網頁
efe6c7a26e0ce489f096e92a70da064a,01/10/2024,奧運站,維港灣,1座,low,B,30000,647.0,872.0,46.0,34.0,中原網頁
9dcf15a209cf37e8124f2246b1c6f0bb,01/10/2024,西灣河,鯉景灣,怡坤閣(10座),middle,A,27000,808.0,896.0,33.0,30.0,中原網頁
5a5a87b48c102286ef7c9b476ae5ee87,01/10/2024,麗城,麗城花園,4座,low,G,18000,572.0,668.0,31.0,27.0,利嘉閣網頁
5c18cfd7b2d9eea1970bdf0b3117c4dc,30/09/2024,青衣,灝景灣,09座,middle,F,19000,498.0,688.0,39.0,28.0,美聯網頁
09952617eae309ef9c1180e3786318f9,30/09/2024,沙田,花園城,1座-(雅碧苑),middle,J,12500,305.0,472.0,41.0,27.0,美聯網頁
5001fa8baf09ed6a421f7b0c94248876,30/09/2024,馬鞍山,新港城,P座,low,8,13800,370.0,503.0,38.0,28.0,美聯網頁
a0a6f905b04fd4bd3209f2b6194e6aed,30/09/2024,東涌市中心,東堤灣畔,3座,middle,B,18500,536.0,739.0,35.0,26.0,美聯網頁
447d9673a1725e44c471dadc7064b235,30/09/2024,海怡,海怡半島,20座,low,C,19200,581.0,745.0,34.0,26.0,美聯網頁
f1345aadca2be21c630cc2d80fd51f74,30/09/2024,太古城,太古城,銀星閣,middle,C,36500,809.0,905.0,46.0,41.0,美聯網頁
e2d1a4b83e01d318064d8389e1dad065,30/09/2024,海怡,海怡半島,08座,middle,D,23000,640.0,807.0,36.0,29.0,美聯網頁
936fbd8826ec029a349726fad28ede7a,30/09/2024,九龍站,擎天半島,1座,middle,E,66000,1243.0,1657.0,54.0,40.0,美聯網頁
ab73e608d95be5ed0bdd2616c0234e93,30/09/2024,屯門市中心,屯門市廣場,2座,low,G,12000,327.0,448.0,37.0,27.0,美聯網頁
255c2efdd40b2ca6d95cf4152190f593,30/09/2024,大角咀,港灣豪庭,10座,middle,D,16800,348.0,499.0,48.0,34.0,中原網頁
6baf6c161a94c03832565cc9af3aad54,30/09/2024,寶琳,新都城,10座,middle,G,15500,363.0,515.0,43.0,30.0,中原網頁
f3bfd12a2a7e4c88506758f280b5d553,30/09/2024,西半山,般柏苑,般柏苑,middle,A,17000,322.0,567.0,53.0,30.0,中原網頁
15c41ac5bab2b76a7bbfbb0fdbeebd84,30/09/2024,大圍,名城,3座,low,SC,28000,784.0,1030.0,36.0,27.0,中原網頁
d1d2a679726816d945e04095d447c705,30/09/2024,北角半山,富豪閣,2座,middle,A,36000,869.0,1042.0,41.0,35.0,中原網頁
ed5f74e45b2ed615d6bfecc1a2c9da89,30/09/2024,海逸,海逸豪園,11座,middle,H,33500,865.0,1089.0,39.0,31.0,利嘉閣網頁
2b032f121cfb756d8441387b3742f159,30/09/2024,奧運站,瓏璽,1座,low,C,60000,1269.0,1622.0,47.0,37.0,利嘉閣網頁
fa9bf66023659c54eaa9751be67344ad,30/09/2024,荃灣西,萬景峯,5座,low,G,32800,742.0,986.0,44.0,33.0,利嘉閣網頁
25722b869d600563969addaf607744dd,30/09/2024,何文田,聖佐治大廈,聖佐治大廈,middle,D,43000,982.0,1389.0,44.0,31.0,中原網頁
2d42cec74e8d0e1bf5741836bf3f1e4e,30/09/2024,西營盤,縉城峰,1座,middle,G,33000,554.0,752.0,60.0,44.0,中原網頁
b4e5a49b390ddbd4d1bdec97ca8af1d3,29/09/2024,火炭,駿景園,11座,low,F,27000,974.0,1127.0,28.0,24.0,美聯網頁
7801912a4c3585f7895c0eeedd443821,29/09/2024,東涌市中心,映灣園,10座,middle,F,18500,595.0,749.0,31.0,25.0,利嘉閣網頁
